timestamp,room,student,appliance,energy_kwh,hour,day,weekday
2024-01-02 01:00:00,Room-4,Student_D,Heater,1.197,1,2,Tuesday
2024-01-02 02:00:00,Room-1,Student_A,AC,1.937,2,2,Tuesday
2024-01-02 02:00:00,Room-1,Student_A,Heater,1.096,2,2,Tuesday
2024-01-02 02:00:00,Room-2,Student_B,AC,1.415,2,2,Tuesday
2024-01-02 02:00:00,Room-2,Student_B,Heater,2.042,2,2,Tuesday
2024-01-02 02:00:00,Room-3,Student_C,AC,1.824,2,2,Tuesday
2024-01-02 02:00:00,Room-3,Student_C,Heater,5.518,2,2,Tuesday
2024-01-02 02:00:00,Room-4,Student_D,AC,1.461,2,2,Tuesday
2024-01-02 02:00:00,Room-4,Student_D,Heater,2.201,2,2,Tuesday
2024-01-02 03:00:00,Room-1,Student_A,AC,1.334,3,2,Tuesday
2024-01-02 03:00:00,Room-1,Student_A,Heater,2.071,3,2,Tuesday
2024-01-02 03:00:00,Room-2,Student_B,AC,1.472,3,2,Tuesday
2024-01-02 03:00:00,Room-2,Student_B,Heater,1.122,3,2,Tuesday
2024-01-02 03:00:00,Room-3,Student_C,AC,1.398,3,2,Tuesday
2024-01-02 03:00:00,Room-3,Student_C,Heater,1.833,3,2,Tuesday
2024-01-02 03:00:00,Room-4,Student_D,AC,1.383,3,2,Tuesday
2024-01-02 03:00:00,Room-4,Student_D,Heater,2.302,3,2,Tuesday
2024-01-02 04:00:00,Room-1,Student_A,AC,1.794,4,2,Tuesday
2024-01-02 04:00:00,Room-1,Student_A,Heater,1.73,4,2,Tuesday
2024-01-02 04:00:00,Room-2,Student_B,AC,1.921,4,2,Tuesday
2024-01-02 04:00:00,Room-2,Student_B,Heater,2.074,4,2,Tuesday
2024-01-02 04:00:00,Room-3,Student_C,AC,1.344,4,2,Tuesday
2024-01-02 04:00:00,Room-3,Student_C,Heater,1.539,4,2,Tuesday
2024-01-02 04:00:00,Room-4,Student_D,AC,1.331,4,2,Tuesday
2024-01-02 04:00:00,Room-4,Student_D,Heater,1.354,4,2,Tuesday
2024-01-02 05:00:00,Room-1,Student_A,AC,1.336,5,2,Tuesday
2024-01-02 05:00:00,Room-1,Student_A,Heater,1.055,5,2,Tuesday
2024-01-02 05:00:00,Room-2,Student_B,AC,1.731,5,2,Tuesday
2024-01-02 05:00:00,Room-2,Student_B,Heater,1.797,5,2,Tuesday
2024-01-02 05:00:00,Room-3,Student_C,AC,1.231,5,2,Tuesday
2024-01-02 05:00:00,Room-3,Student_C,Heater,1.007,5,2,Tuesday
2024-01-02 05:00:00,Room-4,Student_D,AC,1.711,5,2,Tuesday
2024-01-02 05:00:00,Room-4,Student_D,Heater,1.303,5,2,Tuesday
2024-01-02 22:00:00,Room-1,Student_A,AC,2.581,22,2,Tuesday
2024-01-02 22:00:00,Room-1,Student_A,Heater,4.618,22,2,Tuesday
2024-01-02 22:00:00,Room-2,Student_B,AC,3.173,22,2,Tuesday
2024-01-02 22:00:00,Room-2,Student_B,Heater,4.23,22,2,Tuesday
2024-01-02 22:00:00,Room-3,Student_C,AC,3.46,22,2,Tuesday
2024-01-02 22:00:00,Room-3,Student_C,Heater,3.748,22,2,Tuesday
2024-01-02 22:00:00,Room-4,Student_D,AC,3.392,22,2,Tuesday
2024-01-02 22:00:00,Room-4,Student_D,Heater,4.637,22,2,Tuesday
2024-01-02 23:00:00,Room-1,Student_A,AC,2.905,23,2,Tuesday
2024-01-02 23:00:00,Room-1,Student_A,Heater,3.775,23,2,Tuesday
2024-01-02 23:00:00,Room-2,Student_B,AC,2.502,23,2,Tuesday
2024-01-02 23:00:00,Room-2,Student_B,Heater,3.902,23,2,Tuesday
2024-01-02 23:00:00,Room-3,Student_C,AC,2.526,23,2,Tuesday
2024-01-02 23:00:00,Room-3,Student_C,Heater,3.832,23,2,Tuesday
2024-01-02 23:00:00,Room-4,Student_D,AC,2.458,23,2,Tuesday
2024-01-02 23:00:00,Room-4,Student_D,Heater,3.538,23,2,Tuesday
2024-01-03 00:00:00,Room-1,Student_A,AC,1.945,0,3,Wednesday
2024-01-03 00:00:00,Room-1,Student_A,Heater,2.489,0,3,Wednesday
2024-01-03 00:00:00,Room-2,Student_B,AC,1.42,0,3,Wednesday
2024-01-03 00:00:00,Room-2,Student_B,Heater,6.695,0,3,Wednesday
2024-01-03 00:00:00,Room-3,Student_C,AC,1.709,0,3,Wednesday
2024-01-03 00:00:00,Room-3,Student_C,Heater,1.182,0,3,Wednesday
2024-01-03 00:00:00,Room-4,Student_D,AC,1.801,0,3,Wednesday
2024-01-03 00:00:00,Room-4,Student_D,Heater,1.954,0,3,Wednesday
2024-01-03 01:00:00,Room-1,Student_A,AC,1.69,1,3,Wednesday
2024-01-03 01:00:00,Room-1,Student_A,Heater,1.443,1,3,Wednesday
2024-01-03 01:00:00,Room-2,Student_B,AC,1.662,1,3,Wednesday
2024-01-03 01:00:00,Room-2,Student_B,Heater,2.009,1,3,Wednesday
2024-01-03 01:00:00,Room-3,Student_C,AC,1.445,1,3,Wednesday
2024-01-03 01:00:00,Room-3,Student_C,Heater,1.557,1,3,Wednesday
2024-01-03 01:00:00,Room-4,Student_D,AC,1.764,1,3,Wednesday
2024-01-03 01:00:00,Room-4,Student_D,Heater,1.969,1,3,Wednesday
2024-01-03 02:00:00,Room-1,Student_A,AC,1.472,2,3,Wednesday
2024-01-03 02:00:00,Room-1,Student_A,Heater,2.032,2,3,Wednesday
2024-01-03 02:00:00,Room-2,Student_B,AC,1.588,2,3,Wednesday
2024-01-03 02:00:00,Room-2,Student_B,Heater,2.134,2,3,Wednesday
2024-01-03 02:00:00,Room-3,Student_C,AC,1.431,2,3,Wednesday
2024-01-03 02:00:00,Room-3,Student_C,Heater,2.442,2,3,Wednesday
2024-01-03 02:00:00,Room-4,Student_D,AC,1.508,2,3,Wednesday
2024-01-03 02:00:00,Room-4,Student_D,Heater,1.389,2,3,Wednesday
2024-01-03 03:00:00,Room-1,Student_A,AC,1.246,3,3,Wednesday
2024-01-03 03:00:00,Room-1,Student_A,Heater,1.733,3,3,Wednesday
2024-01-03 03:00:00,Room-2,Student_B,AC,1.995,3,3,Wednesday
2024-01-03 03:00:00,Room-2,Student_B,Heater,1.342,3,3,Wednesday
2024-01-03 03:00:00,Room-3,Student_C,AC,1.928,3,3,Wednesday
2024-01-03 03:00:00,Room-3,Student_C,Heater,2.416,3,3,Wednesday
2024-01-03 03:00:00,Room-4,Student_D,AC,1.57,3,3,Wednesday
2024-01-03 03:00:00,Room-4,Student_D,Heater,1.767,3,3,Wednesday
2024-01-03 04:00:00,Room-1,Student_A,AC,1.662,4,3,Wednesday
2024-01-03 04:00:00,Room-1,Student_A,Heater,2.281,4,3,Wednesday
2024-01-03 04:00:00,Room-2,Student_B,AC,1.878,4,3,Wednesday
2024-01-03 04:00:00,Room-2,Student_B,Heater,2.032,4,3,Wednesday
2024-01-03 04:00:00,Room-3,Student_C,AC,1.754,4,3,Wednesday
2024-01-03 04:00:00,Room-3,Student_C,Heater,2.015,4,3,Wednesday
2024-01-03 04:00:00,Room-4,Student_D,AC,1.436,4,3,Wednesday
2024-01-03 04:00:00,Room-4,Student_D,Heater,2.269,4,3,Wednesday
2024-01-03 05:00:00,Room-1,Student_A,AC,1.271,5,3,Wednesday
2024-01-03 05:00:00,Room-1,Student_A,Heater,1.108,5,3,Wednesday
2024-01-03 05:00:00,Room-2,Student_B,AC,1.618,5,3,Wednesday
2024-01-03 05:00:00,Room-2,Student_B,Heater,1.349,5,3,Wednesday
2024-01-03 05:00:00,Room-3,Student_C,AC,1.843,5,3,Wednesday
2024-01-03 05:00:00,Room-3,Student_C,Heater,1.537,5,3,Wednesday
2024-01-03 05:00:00,Room-4,Student_D,AC,1.298,5,3,Wednesday
2024-01-03 05:00:00,Room-4,Student_D,Heater,2.234,5,3,Wednesday
2024-01-03 22:00:00,Room-1,Student_A,AC,3.307,22,3,Wednesday
2024-01-03 22:00:00,Room-1,Student_A,Heater,2.656,22,3,Wednesday
2024-01-03 22:00:00,Room-2,Student_B,AC,2.541,22,3,Wednesday
2024-01-03 22:00:00,Room-2,Student_B,Heater,2.093,22,3,Wednesday
2024-01-03 22:00:00,Room-3,Student_C,AC,2.208,22,3,Wednesday
2024-01-03 22:00:00,Room-3,Student_C,Heater,4.703,22,3,Wednesday
2024-01-03 22:00:00,Room-4,Student_D,AC,3.349,22,3,Wednesday
2024-01-03 22:00:00,Room-4,Student_D,Heater,4.574,22,3,Wednesday
2024-01-03 23:00:00,Room-1,Student_A,AC,2.508,23,3,Wednesday
2024-01-03 23:00:00,Room-1,Student_A,Heater,2.696,23,3,Wednesday
2024-01-03 23:00:00,Room-2,Student_B,AC,3.261,23,3,Wednesday
2024-01-03 23:00:00,Room-2,Student_B,Heater,3.743,23,3,Wednesday
2024-01-03 23:00:00,Room-3,Student_C,AC,3.25,23,3,Wednesday
2024-01-03 23:00:00,Room-3,Student_C,Heater,2.635,23,3,Wednesday
2024-01-03 23:00:00,Room-4,Student_D,AC,3.573,23,3,Wednesday
2024-01-03 23:00:00,Room-4,Student_D,Heater,4.825,23,3,Wednesday
2024-01-04 00:00:00,Room-1,Student_A,AC,1.6,0,4,Thursday
2024-01-04 00:00:00,Room-1,Student_A,Heater,1.683,0,4,Thursday
2024-01-04 00:00:00,Room-2,Student_B,AC,1.87,0,4,Thursday
2024-01-04 00:00:00,Room-2,Student_B,Heater,1.733,0,4,Thursday
2024-01-04 00:00:00,Room-3,Student_C,AC,1.323,0,4,Thursday
2024-01-04 00:00:00,Room-3,Student_C,Heater,1.127,0,4,Thursday
2024-01-04 00:00:00,Room-4,Student_D,AC,1.905,0,4,Thursday
2024-01-04 00:00:00,Room-4,Student_D,Heater,2.496,0,4,Thursday
2024-01-04 01:00:00,Room-1,Student_A,AC,1.918,1,4,Thursday
2024-01-04 01:00:00,Room-1,Student_A,Heater,2.279,1,4,Thursday
2024-01-04 01:00:00,Room-2,Student_B,AC,1.268,1,4,Thursday
2024-01-04 01:00:00,Room-2,Student_B,Heater,2.46,1,4,Thursday
2024-01-04 01:00:00,Room-3,Student_C,AC,1.974,1,4,Thursday
2024-01-04 01:00:00,Room-3,Student_C,Heater,2.011,1,4,Thursday
2024-01-04 01:00:00,Room-4,Student_D,AC,1.368,1,4,Thursday
2024-01-04 01:00:00,Room-4,Student_D,Heater,2.206,1,4,Thursday
2024-01-04 02:00:00,Room-1,Student_A,AC,1.665,2,4,Thursday
2024-01-04 02:00:00,Room-1,Student_A,Heater,1.085,2,4,Thursday
2024-01-04 02:00:00,Room-2,Student_B,AC,1.567,2,4,Thursday
2024-01-04 02:00:00,Room-2,Student_B,Heater,2.334,2,4,Thursday
2024-01-04 02:00:00,Room-3,Student_C,AC,1.356,2,4,Thursday
2024-01-04 02:00:00,Room-3,Student_C,Heater,1.681,2,4,Thursday
2024-01-04 02:00:00,Room-4,Student_D,AC,1.301,2,4,Thursday
2024-01-04 02:00:00,Room-4,Student_D,Heater,1.558,2,4,Thursday
2024-01-04 03:00:00,Room-1,Student_A,AC,1.313,3,4,Thursday
2024-01-04 03:00:00,Room-1,Student_A,Heater,1.857,3,4,Thursday
2024-01-04 03:00:00,Room-2,Student_B,AC,1.5,3,4,Thursday
2024-01-04 03:00:00,Room-2,Student_B,Heater,1.327,3,4,Thursday
2024-01-04 03:00:00,Room-3,Student_C,AC,1.4,3,4,Thursday
2024-01-04 03:00:00,Room-3,Student_C,Heater,1.141,3,4,Thursday
2024-01-04 03:00:00,Room-4,Student_D,AC,1.937,3,4,Thursday
2024-01-04 03:00:00,Room-4,Student_D,Heater,1.731,3,4,Thursday
2024-01-04 04:00:00,Room-1,Student_A,AC,1.678,4,4,Thursday
2024-01-04 04:00:00,Room-1,Student_A,Heater,1.923,4,4,Thursday
2024-01-04 04:00:00,Room-2,Student_B,AC,1.608,4,4,Thursday
2024-01-04 04:00:00,Room-2,Student_B,Heater,1.356,4,4,Thursday
2024-01-04 04:00:00,Room-3,Student_C,AC,1.78,4,4,Thursday
2024-01-04 04:00:00,Room-3,Student_C,Heater,2.159,4,4,Thursday
2024-01-04 04:00:00,Room-4,Student_D,AC,1.742,4,4,Thursday
2024-01-04 04:00:00,Room-4,Student_D,Heater,1.518,4,4,Thursday
2024-01-04 05:00:00,Room-1,Student_A,AC,1.969,5,4,Thursday
2024-01-04 05:00:00,Room-1,Student_A,Heater,2.109,5,4,Thursday
2024-01-04 05:00:00,Room-2,Student_B,AC,1.425,5,4,Thursday
2024-01-04 05:00:00,Room-2,Student_B,Heater,1.664,5,4,Thursday
2024-01-04 05:00:00,Room-3,Student_C,AC,1.475,5,4,Thursday
2024-01-04 05:00:00,Room-3,Student_C,Heater,1.226,5,4,Thursday
2024-01-04 05:00:00,Room-4,Student_D,AC,1.557,5,4,Thursday
2024-01-04 05:00:00,Room-4,Student_D,Heater,2.136,5,4,Thursday
2024-01-04 22:00:00,Room-1,Student_A,AC,2.292,22,4,Thursday
2024-01-04 22:00:00,Room-1,Student_A,Heater,4.672,22,4,Thursday
2024-01-04 22:00:00,Room-2,Student_B,AC,3.327,22,4,Thursday
2024-01-04 22:00:00,Room-2,Student_B,Heater,3.665,22,4,Thursday
2024-01-04 22:00:00,Room-3,Student_C,AC,2.774,22,4,Thursday
2024-01-04 22:00:00,Room-3,Student_C,Heater,2.042,22,4,Thursday
2024-01-04 22:00:00,Room-4,Student_D,AC,3.123,22,4,Thursday
2024-01-04 22:00:00,Room-4,Student_D,Heater,4.795,22,4,Thursday
2024-01-04 23:00:00,Room-1,Student_A,AC,3.197,23,4,Thursday
2024-01-04 23:00:00,Room-1,Student_A,Heater,3.5,23,4,Thursday
2024-01-04 23:00:00,Room-2,Student_B,AC,2.504,23,4,Thursday
2024-01-04 23:00:00,Room-2,Student_B,Heater,4.346,23,4,Thursday
2024-01-04 23:00:00,Room-3,Student_C,AC,3.156,23,4,Thursday
2024-01-04 23:00:00,Room-3,Student_C,Heater,3.282,23,4,Thursday
2024-01-04 23:00:00,Room-4,Student_D,AC,3.233,23,4,Thursday
2024-01-04 23:00:00,Room-4,Student_D,Heater,4.538,23,4,Thursday
2024-01-05 00:00:00,Room-1,Student_A,AC,1.965,0,5,Friday
2024-01-05 00:00:00,Room-1,Student_A,Heater,1.454,0,5,Friday
2024-01-05 00:00:00,Room-2,Student_B,AC,1.886,0,5,Friday
2024-01-05 00:00:00,Room-2,Student_B,Heater,1.18,0,5,Friday
2024-01-05 00:00:00,Room-3,Student_C,AC,1.842,0,5,Friday
2024-01-05 00:00:00,Room-3,Student_C,Heater,2.288,0,5,Friday
2024-01-05 00:00:00,Room-4,Student_D,AC,1.764,0,5,Friday
2024-01-05 00:00:00,Room-4,Student_D,Heater,1.575,0,5,Friday
2024-01-05 01:00:00,Room-1,Student_A,AC,1.869,1,5,Friday
2024-01-05 01:00:00,Room-1,Student_A,Heater,1.158,1,5,Friday
2024-01-05 01:00:00,Room-2,Student_B,AC,1.737,1,5,Friday
2024-01-05 01:00:00,Room-2,Student_B,Heater,2.019,1,5,Friday
2024-01-05 01:00:00,Room-3,Student_C,AC,1.416,1,5,Friday
2024-01-05 01:00:00,Room-3,Student_C,Heater,1.554,1,5,Friday
2024-01-05 01:00:00,Room-4,Student_D,AC,1.475,1,5,Friday
2024-01-05 01:00:00,Room-4,Student_D,Heater,1.995,1,5,Friday
2024-01-05 02:00:00,Room-1,Student_A,AC,1.532,2,5,Friday
2024-01-05 02:00:00,Room-1,Student_A,Heater,1.769,2,5,Friday
2024-01-05 02:00:00,Room-2,Student_B,AC,1.677,2,5,Friday
2024-01-05 02:00:00,Room-2,Student_B,Heater,2.373,2,5,Friday
2024-01-05 02:00:00,Room-3,Student_C,AC,1.794,2,5,Friday
2024-01-05 02:00:00,Room-3,Student_C,Heater,1.562,2,5,Friday
2024-01-05 02:00:00,Room-4,Student_D,AC,1.775,2,5,Friday
2024-01-05 02:00:00,Room-4,Student_D,Heater,1.512,2,5,Friday
2024-01-05 03:00:00,Room-1,Student_A,AC,1.74,3,5,Friday
2024-01-05 03:00:00,Room-1,Student_A,Heater,2.132,3,5,Friday
2024-01-05 03:00:00,Room-2,Student_B,AC,1.631,3,5,Friday
2024-01-05 03:00:00,Room-2,Student_B,Heater,1.506,3,5,Friday
2024-01-05 03:00:00,Room-3,Student_C,AC,1.2,3,5,Friday
2024-01-05 03:00:00,Room-3,Student_C,Heater,2.314,3,5,Friday
2024-01-05 03:00:00,Room-4,Student_D,AC,1.594,3,5,Friday
2024-01-05 03:00:00,Room-4,Student_D,Heater,1.184,3,5,Friday
2024-01-05 04:00:00,Room-1,Student_A,AC,1.299,4,5,Friday
2024-01-05 04:00:00,Room-1,Student_A,Heater,1.253,4,5,Friday
2024-01-05 04:00:00,Room-2,Student_B,AC,1.211,4,5,Friday
2024-01-05 04:00:00,Room-2,Student_B,Heater,1.566,4,5,Friday
2024-01-05 04:00:00,Room-3,Student_C,AC,1.636,4,5,Friday
2024-01-05 04:00:00,Room-3,Student_C,Heater,1.821,4,5,Friday
2024-01-05 04:00:00,Room-4,Student_D,AC,1.502,4,5,Friday
2024-01-05 04:00:00,Room-4,Student_D,Heater,2.422,4,5,Friday
2024-01-05 05:00:00,Room-1,Student_A,AC,1.811,5,5,Friday
2024-01-05 05:00:00,Room-1,Student_A,Heater,2.376,5,5,Friday
2024-01-05 05:00:00,Room-2,Student_B,AC,1.7,5,5,Friday
2024-01-05 05:00:00,Room-2,Student_B,Heater,1.573,5,5,Friday
2024-01-05 05:00:00,Room-3,Student_C,AC,1.357,5,5,Friday
2024-01-05 05:00:00,Room-3,Student_C,Heater,2.201,5,5,Friday
2024-01-05 05:00:00,Room-4,Student_D,AC,1.288,5,5,Friday
2024-01-05 05:00:00,Room-4,Student_D,Heater,1.58,5,5,Friday
2024-01-05 22:00:00,Room-1,Student_A,AC,3.05,22,5,Friday
2024-01-05 22:00:00,Room-1,Student_A,Heater,4.874,22,5,Friday
2024-01-05 22:00:00,Room-2,Student_B,AC,2.995,22,5,Friday
2024-01-05 22:00:00,Room-2,Student_B,Heater,3.502,22,5,Friday
2024-01-05 22:00:00,Room-3,Student_C,AC,2.371,22,5,Friday
2024-01-05 22:00:00,Room-3,Student_C,Heater,4.952,22,5,Friday
2024-01-05 22:00:00,Room-4,Student_D,AC,2.585,22,5,Friday
2024-01-05 22:00:00,Room-4,Student_D,Heater,2.506,22,5,Friday
2024-01-05 23:00:00,Room-1,Student_A,AC,2.812,23,5,Friday
2024-01-05 23:00:00,Room-1,Student_A,Heater,4.387,23,5,Friday
2024-01-05 23:00:00,Room-2,Student_B,AC,2.348,23,5,Friday
2024-01-05 23:00:00,Room-2,Student_B,Heater,4.031,23,5,Friday
2024-01-05 23:00:00,Room-3,Student_C,AC,3.065,23,5,Friday
2024-01-05 23:00:00,Room-3,Student_C,Heater,4.023,23,5,Friday
2024-01-05 23:00:00,Room-4,Student_D,AC,3.579,23,5,Friday
2024-01-05 23:00:00,Room-4,Student_D,Heater,3.313,23,5,Friday
2024-01-06 00:00:00,Room-1,Student_A,AC,1.81,0,6,Saturday
2024-01-06 00:00:00,Room-1,Student_A,Heater,1.95,0,6,Saturday
2024-01-06 00:00:00,Room-2,Student_B,AC,1.406,0,6,Saturday
2024-01-06 00:00:00,Room-2,Student_B,Heater,1.894,0,6,Saturday
2024-01-06 00:00:00,Room-3,Student_C,AC,1.214,0,6,Saturday
2024-01-06 00:00:00,Room-3,Student_C,Heater,1.754,0,6,Saturday
2024-01-06 00:00:00,Room-4,Student_D,AC,1.309,0,6,Saturday
2024-01-06 00:00:00,Room-4,Student_D,Heater,1.513,0,6,Saturday
2024-01-06 01:00:00,Room-1,Student_A,AC,1.704,1,6,Saturday
2024-01-06 01:00:00,Room-1,Student_A,Heater,2.393,1,6,Saturday
2024-01-06 01:00:00,Room-2,Student_B,AC,1.874,1,6,Saturday
2024-01-06 01:00:00,Room-2,Student_B,Heater,2.494,1,6,Saturday
2024-01-06 01:00:00,Room-3,Student_C,AC,1.853,1,6,Saturday
2024-01-06 01:00:00,Room-3,Student_C,Heater,1.14,1,6,Saturday
2024-01-06 01:00:00,Room-4,Student_D,AC,1.899,1,6,Saturday
2024-01-06 01:00:00,Room-4,Student_D,Heater,1.61,1,6,Saturday
2024-01-06 02:00:00,Room-1,Student_A,AC,3.945,2,6,Saturday
2024-01-06 02:00:00,Room-1,Student_A,Heater,2.098,2,6,Saturday
2024-01-06 02:00:00,Room-2,Student_B,AC,1.851,2,6,Saturday
2024-01-06 02:00:00,Room-2,Student_B,Heater,1.672,2,6,Saturday
2024-01-06 02:00:00,Room-3,Student_C,AC,1.363,2,6,Saturday
2024-01-06 02:00:00,Room-3,Student_C,Heater,2.078,2,6,Saturday
2024-01-06 02:00:00,Room-4,Student_D,AC,1.594,2,6,Saturday
2024-01-06 02:00:00,Room-4,Student_D,Heater,1.194,2,6,Saturday
2024-01-06 03:00:00,Room-1,Student_A,AC,1.279,3,6,Saturday
2024-01-06 03:00:00,Room-1,Student_A,Heater,1.776,3,6,Saturday
2024-01-06 03:00:00,Room-2,Student_B,AC,1.988,3,6,Saturday
2024-01-06 03:00:00,Room-2,Student_B,Heater,2.165,3,6,Saturday
2024-01-06 03:00:00,Room-3,Student_C,AC,1.692,3,6,Saturday
2024-01-06 03:00:00,Room-3,Student_C,Heater,1.358,3,6,Saturday
2024-01-06 03:00:00,Room-4,Student_D,AC,1.529,3,6,Saturday
2024-01-06 03:00:00,Room-4,Student_D,Heater,1.22,3,6,Saturday
