timestamp,room,student,appliance,energy_kwh
2024-01-01 03:00:00,Room-3,Student_C,Light,0.018
2024-01-01 03:00:00,Room-3,Student_C,Laptop,0.115
2024-01-01 03:00:00,Room-3,Student_C,Refrigerator,0.238
2024-01-01 03:00:00,Room-3,Student_C,Heater,2.405
2024-01-01 03:00:00,Room-4,Student_D,AC,1.473
2024-01-01 03:00:00,Room-4,Student_D,Fan,0.057
2024-01-01 03:00:00,Room-4,Student_D,Light,0.012
2024-01-01 03:00:00,Room-4,Student_D,Laptop,0.132
2024-01-01 03:00:00,Room-4,Student_D,Refrigerator,0.206
2024-01-01 03:00:00,Room-4,Student_D,Heater,1.14
2024-01-01 04:00:00,Room-1,Student_A,AC,1.92
2024-01-01 04:00:00,Room-1,Student_A,Fan,0.03
2024-01-01 04:00:00,Room-1,Student_A,Light,0.023
2024-01-01 04:00:00,Room-1,Student_A,Laptop,0.139
2024-01-01 04:00:00,Room-1,Student_A,Refrigerator,0.228
2024-01-01 04:00:00,Room-1,Student_A,Heater,1.242
2024-01-01 04:00:00,Room-2,Student_B,AC,5.055
2024-01-01 04:00:00,Room-2,Student_B,Fan,0.02
2024-01-01 04:00:00,Room-2,Student_B,Light,0.006
2024-01-01 04:00:00,Room-2,Student_B,Laptop,0.105
2024-01-01 04:00:00,Room-2,Student_B,Refrigerator,0.23
2024-01-01 04:00:00,Room-2,Student_B,Heater,2.068
2024-01-01 04:00:00,Room-3,Student_C,AC,1.46
2024-01-01 04:00:00,Room-3,Student_C,Fan,0.044
2024-01-01 04:00:00,Room-3,Student_C,Light,0.022
2024-01-01 04:00:00,Room-3,Student_C,Laptop,0.059
2024-01-01 04:00:00,Room-3,Student_C,Refrigerator,0.153
2024-01-01 04:00:00,Room-3,Student_C,Heater,2.46
2024-01-01 04:00:00,Room-4,Student_D,AC,1.914
2024-01-01 04:00:00,Room-4,Student_D,Fan,0.051
2024-01-01 04:00:00,Room-4,Student_D,Light,0.02
2024-01-01 04:00:00,Room-4,Student_D,Laptop,0.07
2024-01-01 04:00:00,Room-4,Student_D,Refrigerator,0.156
2024-01-01 04:00:00,Room-4,Student_D,Heater,1.968
2024-01-01 05:00:00,Room-1,Student_A,AC,1.952
2024-01-01 05:00:00,Room-1,Student_A,Fan,0.056
2024-01-01 05:00:00,Room-1,Student_A,Light,0.006
2024-01-01 05:00:00,Room-1,Student_A,Laptop,0.093
2024-01-01 05:00:00,Room-1,Student_A,Refrigerator,0.293
2024-01-01 05:00:00,Room-1,Student_A,Heater,1.442
2024-01-01 05:00:00,Room-2,Student_B,AC,1.881
2024-01-01 05:00:00,Room-2,Student_B,Fan,0.023
2024-01-01 05:00:00,Room-2,Student_B,Light,0.028
2024-01-01 05:00:00,Room-2,Student_B,Laptop,0.107
2024-01-01 05:00:00,Room-2,Student_B,Refrigerator,0.223
2024-01-01 05:00:00,Room-2,Student_B,Heater,1.21
2024-01-01 05:00:00,Room-3,Student_C,AC,1.902
2024-01-01 05:00:00,Room-3,Student_C,Fan,0.046
2024-01-01 05:00:00,Room-3,Student_C,Light,0.015
2024-01-01 05:00:00,Room-3,Student_C,Laptop,0.131
2024-01-01 05:00:00,Room-3,Student_C,Refrigerator,0.273
2024-01-01 05:00:00,Room-3,Student_C,Heater,1.767
2024-01-01 05:00:00,Room-4,Student_D,AC,1.839
2024-01-01 05:00:00,Room-4,Student_D,Fan,0.047
2024-01-01 05:00:00,Room-4,Student_D,Light,0.027
2024-01-01 05:00:00,Room-4,Student_D,Laptop,0.088
2024-01-01 05:00:00,Room-4,Student_D,Refrigerator,0.216
2024-01-01 05:00:00,Room-4,Student_D,Heater,1.698
2024-01-01 06:00:00,Room-1,Student_A,AC,1.429
2024-01-01 06:00:00,Room-1,Student_A,Fan,0.055
2024-01-01 06:00:00,Room-1,Student_A,Light,0.086
2024-01-01 06:00:00,Room-1,Student_A,Laptop,0.063
2024-01-01 06:00:00,Room-1,Student_A,Refrigerator,0.254
2024-01-01 06:00:00,Room-1,Student_A,Heater,1.934
2024-01-01 06:00:00,Room-2,Student_B,AC,1.241
2024-01-01 06:00:00,Room-2,Student_B,Fan,0.131
2024-01-01 06:00:00,Room-2,Student_B,Light,0.078
2024-01-01 06:00:00,Room-2,Student_B,Laptop,0.102
2024-01-01 06:00:00,Room-2,Student_B,Refrigerator,0.259
2024-01-01 06:00:00,Room-2,Student_B,Heater,1.658
2024-01-01 06:00:00,Room-3,Student_C,AC,1.22
2024-01-01 06:00:00,Room-3,Student_C,Fan,0.175
2024-01-01 06:00:00,Room-3,Student_C,Light,0.053
2024-01-01 06:00:00,Room-3,Student_C,Laptop,0.066
2024-01-01 06:00:00,Room-3,Student_C,Refrigerator,0.21
2024-01-01 06:00:00,Room-3,Student_C,Heater,1.99
2024-01-01 06:00:00,Room-4,Student_D,AC,1.964
2024-01-01 06:00:00,Room-4,Student_D,Fan,0.133
2024-01-01 06:00:00,Room-4,Student_D,Light,0.054
2024-01-01 06:00:00,Room-4,Student_D,Laptop,0.086
2024-01-01 06:00:00,Room-4,Student_D,Refrigerator,0.103
2024-01-01 06:00:00,Room-4,Student_D,Heater,1.069
2024-01-01 07:00:00,Room-1,Student_A,AC,1.884
2024-01-01 07:00:00,Room-1,Student_A,Fan,0.121
2024-01-01 07:00:00,Room-1,Student_A,Light,0.059
2024-01-01 07:00:00,Room-1,Student_A,Laptop,0.067
2024-01-01 07:00:00,Room-1,Student_A,Refrigerator,0.18
2024-01-01 07:00:00,Room-1,Student_A,Heater,1.953
2024-01-01 07:00:00,Room-2,Student_B,AC,1.5
2024-01-01 07:00:00,Room-2,Student_B,Fan,0.125
2024-01-01 07:00:00,Room-2,Student_B,Light,0.073
2024-01-01 07:00:00,Room-2,Student_B,Laptop,0.057
2024-01-01 07:00:00,Room-2,Student_B,Refrigerator,0.105
2024-01-01 07:00:00,Room-2,Student_B,Heater,2.41
2024-01-01 07:00:00,Room-3,Student_C,AC,1.511
2024-01-01 07:00:00,Room-3,Student_C,Fan,0.119
2024-01-01 07:00:00,Room-3,Student_C,Light,0.095
2024-01-01 07:00:00,Room-3,Student_C,Laptop,0.146
2024-01-01 07:00:00,Room-3,Student_C,Refrigerator,0.139
2024-01-01 07:00:00,Room-3,Student_C,Heater,1.151
2024-01-01 07:00:00,Room-4,Student_D,AC,1.276
2024-01-01 07:00:00,Room-4,Student_D,Fan,0.061
2024-01-01 07:00:00,Room-4,Student_D,Light,0.088
2024-01-01 07:00:00,Room-4,Student_D,Laptop,0.131
2024-01-01 07:00:00,Room-4,Student_D,Refrigerator,0.124
2024-01-01 07:00:00,Room-4,Student_D,Heater,1.943
2024-01-01 08:00:00,Room-1,Student_A,AC,1.788
2024-01-01 08:00:00,Room-1,Student_A,Fan,0.092
2024-01-01 08:00:00,Room-1,Student_A,Light,0.08
2024-01-01 08:00:00,Room-1,Student_A,Laptop,0.149
2024-01-01 08:00:00,Room-1,Student_A,Refrigerator,0.174
2024-01-01 08:00:00,Room-1,Student_A,Heater,1.511
2024-01-01 08:00:00,Room-2,Student_B,AC,1.887
2024-01-01 08:00:00,Room-2,Student_B,Fan,0.163
2024-01-01 08:00:00,Room-2,Student_B,Light,0.028
2024-01-01 08:00:00,Room-2,Student_B,Laptop,0.101
2024-01-01 08:00:00,Room-2,Student_B,Refrigerator,0.164
2024-01-01 08:00:00,Room-2,Student_B,Heater,1.584
2024-01-01 08:00:00,Room-3,Student_C,AC,1.924
2024-01-01 08:00:00,Room-3,Student_C,Fan,0.098
2024-01-01 08:00:00,Room-3,Student_C,Light,0.096
2024-01-01 08:00:00,Room-3,Student_C,Laptop,0.113
2024-01-01 08:00:00,Room-3,Student_C,Refrigerator,0.159
2024-01-01 08:00:00,Room-3,Student_C,Heater,2.009
2024-01-01 08:00:00,Room-4,Student_D,AC,1.833
2024-01-01 08:00:00,Room-4,Student_D,Fan,0.064
2024-01-01 08:00:00,Room-4,Student_D,Light,0.025
2024-01-01 08:00:00,Room-4,Student_D,Laptop,0.094
2024-01-01 08:00:00,Room-4,Student_D,Refrigerator,0.17
2024-01-01 08:00:00,Room-4,Student_D,Heater,1.214
2024-01-01 09:00:00,Room-1,Student_A,AC,1.695
2024-01-01 09:00:00,Room-1,Student_A,Fan,0.063
2024-01-01 09:00:00,Room-1,Student_A,Light,0.026
2024-01-01 09:00:00,Room-1,Student_A,Laptop,0.121
2024-01-01 09:00:00,Room-1,Student_A,Refrigerator,0.117
2024-01-01 09:00:00,Room-1,Student_A,Heater,1.561
2024-01-01 09:00:00,Room-2,Student_B,AC,1.85
2024-01-01 09:00:00,Room-2,Student_B,Fan,0.198
2024-01-01 09:00:00,Room-2,Student_B,Light,0.05
2024-01-01 09:00:00,Room-2,Student_B,Laptop,0.128
2024-01-01 09:00:00,Room-2,Student_B,Refrigerator,0.185
2024-01-01 09:00:00,Room-2,Student_B,Heater,1.167
2024-01-01 09:00:00,Room-3,Student_C,AC,1.209
2024-01-01 09:00:00,Room-3,Student_C,Fan,0.058
2024-01-01 09:00:00,Room-3,Student_C,Light,0.029
2024-01-01 09:00:00,Room-3,Student_C,Laptop,0.125
2024-01-01 09:00:00,Room-3,Student_C,Refrigerator,0.292
2024-01-01 09:00:00,Room-3,Student_C,Heater,1.429
2024-01-01 09:00:00,Room-4,Student_D,AC,1.379
2024-01-01 09:00:00,Room-4,Student_D,Fan,0.052
2024-01-01 09:00:00,Room-4,Student_D,Light,0.023
2024-01-01 09:00:00,Room-4,Student_D,Laptop,0.103
2024-01-01 09:00:00,Room-4,Student_D,Refrigerator,0.115
2024-01-01 09:00:00,Room-4,Student_D,Heater,2.454
2024-01-01 10:00:00,Room-1,Student_A,AC,1.704
2024-01-01 10:00:00,Room-1,Student_A,Fan,0.118
2024-01-01 10:00:00,Room-1,Student_A,Light,0.067
2024-01-01 10:00:00,Room-1,Student_A,Laptop,0.055
2024-01-01 10:00:00,Room-1,Student_A,Refrigerator,0.29
2024-01-01 10:00:00,Room-1,Student_A,Heater,1.683
2024-01-01 10:00:00,Room-2,Student_B,AC,1.422
2024-01-01 10:00:00,Room-2,Student_B,Fan,0.12
2024-01-01 10:00:00,Room-2,Student_B,Light,0.067
2024-01-01 10:00:00,Room-2,Student_B,Laptop,0.147
2024-01-01 10:00:00,Room-2,Student_B,Refrigerator,0.24
2024-01-01 10:00:00,Room-2,Student_B,Heater,1.464
2024-01-01 10:00:00,Room-3,Student_C,AC,1.748
2024-01-01 10:00:00,Room-3,Student_C,Fan,0.187
2024-01-01 10:00:00,Room-3,Student_C,Light,0.096
2024-01-01 10:00:00,Room-3,Student_C,Laptop,0.111
2024-01-01 10:00:00,Room-3,Student_C,Refrigerator,0.287
2024-01-01 10:00:00,Room-3,Student_C,Heater,1.068
2024-01-01 10:00:00,Room-4,Student_D,AC,1.501
2024-01-01 10:00:00,Room-4,Student_D,Fan,0.198
2024-01-01 10:00:00,Room-4,Student_D,Light,0.068
2024-01-01 10:00:00,Room-4,Student_D,Laptop,0.147
2024-01-01 10:00:00,Room-4,Student_D,Refrigerator,0.268
2024-01-01 10:00:00,Room-4,Student_D,Heater,1.622
2024-01-01 11:00:00,Room-1,Student_A,AC,1.245
2024-01-01 11:00:00,Room-1,Student_A,Fan,0.172
2024-01-01 11:00:00,Room-1,Student_A,Light,0.1
2024-01-01 11:00:00,Room-1,Student_A,Laptop,0.127
2024-01-01 11:00:00,Room-1,Student_A,Refrigerator,0.27
2024-01-01 11:00:00,Room-1,Student_A,Heater,1.676
2024-01-01 11:00:00,Room-2,Student_B,AC,1.963
2024-01-01 11:00:00,Room-2,Student_B,Fan,0.084
2024-01-01 11:00:00,Room-2,Student_B,Light,0.069
2024-01-01 11:00:00,Room-2,Student_B,Laptop,0.061
2024-01-01 11:00:00,Room-2,Student_B,Refrigerator,0.204
2024-01-01 11:00:00,Room-2,Student_B,Heater,1.78
2024-01-01 11:00:00,Room-3,Student_C,AC,1.642
2024-01-01 11:00:00,Room-3,Student_C,Fan,0.181
2024-01-01 11:00:00,Room-3,Student_C,Light,0.031
2024-01-01 11:00:00,Room-3,Student_C,Laptop,0.126
2024-01-01 11:00:00,Room-3,Student_C,Refrigerator,0.241
2024-01-01 11:00:00,Room-3,Student_C,Heater,1.205
2024-01-01 11:00:00,Room-4,Student_D,AC,1.48
2024-01-01 11:00:00,Room-4,Student_D,Fan,0.109
2024-01-01 11:00:00,Room-4,Student_D,Light,0.092
2024-01-01 11:00:00,Room-4,Student_D,Laptop,0.101
2024-01-01 11:00:00,Room-4,Student_D,Refrigerator,0.179
2024-01-01 11:00:00,Room-4,Student_D,Heater,2.294
2024-01-01 12:00:00,Room-1,Student_A,AC,1.318
2024-01-01 12:00:00,Room-1,Student_A,Fan,0.124
2024-01-01 12:00:00,Room-1,Student_A,Light,0.057
2024-01-01 12:00:00,Room-1,Student_A,Laptop,0.099
2024-01-01 12:00:00,Room-1,Student_A,Refrigerator,0.227
2024-01-01 12:00:00,Room-1,Student_A,Heater,1.114
2024-01-01 12:00:00,Room-2,Student_B,AC,1.302
2024-01-01 12:00:00,Room-2,Student_B,Fan,0.071
2024-01-01 12:00:00,Room-2,Student_B,Light,0.035
2024-01-01 12:00:00,Room-2,Student_B,Laptop,0.14
2024-01-01 12:00:00,Room-2,Student_B,Refrigerator,0.234
2024-01-01 12:00:00,Room-2,Student_B,Heater,1.288
2024-01-01 12:00:00,Room-3,Student_C,AC,1.335
2024-01-01 12:00:00,Room-3,Student_C,Fan,0.077
2024-01-01 12:00:00,Room-3,Student_C,Light,0.03
2024-01-01 12:00:00,Room-3,Student_C,Laptop,0.071
2024-01-01 12:00:00,Room-3,Student_C,Refrigerator,0.201
2024-01-01 12:00:00,Room-3,Student_C,Heater,1.059
2024-01-01 12:00:00,Room-4,Student_D,AC,1.702
2024-01-01 12:00:00,Room-4,Student_D,Fan,0.181
2024-01-01 12:00:00,Room-4,Student_D,Light,0.025
2024-01-01 12:00:00,Room-4,Student_D,Laptop,0.131
2024-01-01 12:00:00,Room-4,Student_D,Refrigerator,0.137
2024-01-01 12:00:00,Room-4,Student_D,Heater,1.556
2024-01-01 13:00:00,Room-1,Student_A,AC,1.695
2024-01-01 13:00:00,Room-1,Student_A,Fan,0.119
2024-01-01 13:00:00,Room-1,Student_A,Light,0.023
2024-01-01 13:00:00,Room-1,Student_A,Laptop,0.121
2024-01-01 13:00:00,Room-1,Student_A,Refrigerator,0.202
2024-01-01 13:00:00,Room-1,Student_A,Heater,1.161
2024-01-01 13:00:00,Room-2,Student_B,AC,1.626
2024-01-01 13:00:00,Room-2,Student_B,Fan,0.09
2024-01-01 13:00:00,Room-2,Student_B,Light,0.022
2024-01-01 13:00:00,Room-2,Student_B,Laptop,0.071
2024-01-01 13:00:00,Room-2,Student_B,Refrigerator,0.124
2024-01-01 13:00:00,Room-2,Student_B,Heater,1.89
2024-01-01 13:00:00,Room-3,Student_C,AC,1.831
2024-01-01 13:00:00,Room-3,Student_C,Fan,0.063
2024-01-01 13:00:00,Room-3,Student_C,Light,0.067
2024-01-01 13:00:00,Room-3,Student_C,Laptop,0.093
2024-01-01 13:00:00,Room-3,Student_C,Refrigerator,0.157
2024-01-01 13:00:00,Room-3,Student_C,Heater,1.969
2024-01-01 13:00:00,Room-4,Student_D,AC,1.485
2024-01-01 13:00:00,Room-4,Student_D,Fan,0.141
2024-01-01 13:00:00,Room-4,Student_D,Light,0.028
2024-01-01 13:00:00,Room-4,Student_D,Laptop,0.075
2024-01-01 13:00:00,Room-4,Student_D,Refrigerator,0.137
2024-01-01 13:00:00,Room-4,Student_D,Heater,1.26
2024-01-01 14:00:00,Room-1,Student_A,AC,1.264
2024-01-01 14:00:00,Room-1,Student_A,Fan,0.112
2024-01-01 14:00:00,Room-1,Student_A,Light,0.029
2024-01-01 14:00:00,Room-1,Student_A,Laptop,0.147
2024-01-01 14:00:00,Room-1,Student_A,Refrigerator,0.263
2024-01-01 14:00:00,Room-1,Student_A,Heater,1.256
2024-01-01 14:00:00,Room-2,Student_B,AC,1.944
2024-01-01 14:00:00,Room-2,Student_B,Fan,0.136
2024-01-01 14:00:00,Room-2,Student_B,Light,0.082
2024-01-01 14:00:00,Room-2,Student_B,Laptop,0.082
2024-01-01 14:00:00,Room-2,Student_B,Refrigerator,0.202
2024-01-01 14:00:00,Room-2,Student_B,Heater,1.172
2024-01-01 14:00:00,Room-3,Student_C,AC,1.431
2024-01-01 14:00:00,Room-3,Student_C,Fan,0.073
2024-01-01 14:00:00,Room-3,Student_C,Light,0.063
2024-01-01 14:00:00,Room-3,Student_C,Laptop,0.084
2024-01-01 14:00:00,Room-3,Student_C,Refrigerator,0.113
2024-01-01 14:00:00,Room-3,Student_C,Heater,1.484
2024-01-01 14:00:00,Room-4,Student_D,AC,1.404
2024-01-01 14:00:00,Room-4,Student_D,Fan,0.164
2024-01-01 14:00:00,Room-4,Student_D,Light,0.058
2024-01-01 14:00:00,Room-4,Student_D,Laptop,0.085
2024-01-01 14:00:00,Room-4,Student_D,Refrigerator,0.266
2024-01-01 14:00:00,Room-4,Student_D,Heater,1.186
2024-01-01 15:00:00,Room-1,Student_A,AC,1.951
2024-01-01 15:00:00,Room-1,Student_A,Fan,0.06
2024-01-01 15:00:00,Room-1,Student_A,Light,0.066
2024-01-01 15:00:00,Room-1,Student_A,Laptop,0.064
2024-01-01 15:00:00,Room-1,Student_A,Refrigerator,0.14
2024-01-01 15:00:00,Room-1,Student_A,Heater,1.246
2024-01-01 15:00:00,Room-2,Student_B,AC,1.732
2024-01-01 15:00:00,Room-2,Student_B,Fan,0.104
2024-01-01 15:00:00,Room-2,Student_B,Light,0.051
2024-01-01 15:00:00,Room-2,Student_B,Laptop,0.094
2024-01-01 15:00:00,Room-2,Student_B,Refrigerator,0.193
2024-01-01 15:00:00,Room-2,Student_B,Heater,2.121
2024-01-01 15:00:00,Room-3,Student_C,AC,1.386
2024-01-01 15:00:00,Room-3,Student_C,Fan,0.108
2024-01-01 15:00:00,Room-3,Student_C,Light,0.093
2024-01-01 15:00:00,Room-3,Student_C,Laptop,0.062
2024-01-01 15:00:00,Room-3,Student_C,Refrigerator,0.226
2024-01-01 15:00:00,Room-3,Student_C,Heater,1.209
2024-01-01 15:00:00,Room-4,Student_D,AC,1.696
2024-01-01 15:00:00,Room-4,Student_D,Fan,0.184
2024-01-01 15:00:00,Room-4,Student_D,Light,0.032
2024-01-01 15:00:00,Room-4,Student_D,Laptop,0.075
2024-01-01 15:00:00,Room-4,Student_D,Refrigerator,0.107
2024-01-01 15:00:00,Room-4,Student_D,Heater,2.144
2024-01-01 16:00:00,Room-1,Student_A,AC,1.474
2024-01-01 16:00:00,Room-1,Student_A,Fan,0.067
2024-01-01 16:00:00,Room-1,Student_A,Light,0.03
2024-01-01 16:00:00,Room-1,Student_A,Laptop,0.13
2024-01-01 16:00:00,Room-1,Student_A,Refrigerator,0.146
2024-01-01 16:00:00,Room-1,Student_A,Heater,2.08
2024-01-01 16:00:00,Room-2,Student_B,AC,1.755
2024-01-01 16:00:00,Room-2,Student_B,Fan,0.088
2024-01-01 16:00:00,Room-2,Student_B,Light,0.035
2024-01-01 16:00:00,Room-2,Student_B,Laptop,0.108
2024-01-01 16:00:00,Room-2,Student_B,Refrigerator,0.192
2024-01-01 16:00:00,Room-2,Student_B,Heater,1.23
2024-01-01 16:00:00,Room-3,Student_C,AC,1.605
2024-01-01 16:00:00,Room-3,Student_C,Fan,0.053
2024-01-01 16:00:00,Room-3,Student_C,Light,0.095
2024-01-01 16:00:00,Room-3,Student_C,Laptop,0.12
2024-01-01 16:00:00,Room-3,Student_C,Refrigerator,0.241
2024-01-01 16:00:00,Room-3,Student_C,Heater,1.864
2024-01-01 16:00:00,Room-4,Student_D,AC,1.539
2024-01-01 16:00:00,Room-4,Student_D,Fan,0.19
2024-01-01 16:00:00,Room-4,Student_D,Light,0.056
2024-01-01 16:00:00,Room-4,Student_D,Laptop,0.148
2024-01-01 16:00:00,Room-4,Student_D,Refrigerator,0.125
2024-01-01 16:00:00,Room-4,Student_D,Heater,2.305
2024-01-01 17:00:00,Room-1,Student_A,AC,1.673
2024-01-01 17:00:00,Room-1,Student_A,Fan,0.058
2024-01-01 17:00:00,Room-1,Student_A,Light,0.253
2024-01-01 17:00:00,Room-1,Student_A,Laptop,0.083
2024-01-01 17:00:00,Room-1,Student_A,Refrigerator,0.207
2024-01-01 17:00:00,Room-1,Student_A,Heater,1.52
2024-01-01 17:00:00,Room-2,Student_B,AC,1.79
2024-01-01 17:00:00,Room-2,Student_B,Fan,0.084
2024-01-01 17:00:00,Room-2,Student_B,Light,0.031
2024-01-01 17:00:00,Room-2,Student_B,Laptop,0.1
2024-01-01 17:00:00,Room-2,Student_B,Refrigerator,0.283
2024-01-01 17:00:00,Room-2,Student_B,Heater,1.871
2024-01-01 17:00:00,Room-3,Student_C,AC,1.21
2024-01-01 17:00:00,Room-3,Student_C,Fan,0.077
2024-01-01 17:00:00,Room-3,Student_C,Light,0.032
2024-01-01 17:00:00,Room-3,Student_C,Laptop,0.059
2024-01-01 17:00:00,Room-3,Student_C,Refrigerator,0.2
2024-01-01 17:00:00,Room-3,Student_C,Heater,1.101
2024-01-01 17:00:00,Room-4,Student_D,AC,1.368
2024-01-01 17:00:00,Room-4,Student_D,Fan,0.081
2024-01-01 17:00:00,Room-4,Student_D,Light,0.023
2024-01-01 17:00:00,Room-4,Student_D,Laptop,0.106
2024-01-01 17:00:00,Room-4,Student_D,Refrigerator,0.255
2024-01-01 17:00:00,Room-4,Student_D,Heater,1.787
2024-01-01 18:00:00,Room-1,Student_A,AC,1.521
2024-01-01 18:00:00,Room-1,Student_A,Fan,0.073
2024-01-01 18:00:00,Room-1,Student_A,Light,0.089
2024-01-01 18:00:00,Room-1,Student_A,Laptop,0.087
2024-01-01 18:00:00,Room-1,Student_A,Refrigerator,0.229
2024-01-01 18:00:00,Room-1,Student_A,Heater,1.038
2024-01-01 18:00:00,Room-2,Student_B,AC,1.773
2024-01-01 18:00:00,Room-2,Student_B,Fan,0.054
2024-01-01 18:00:00,Room-2,Student_B,Light,0.038
2024-01-01 18:00:00,Room-2,Student_B,Laptop,0.052
2024-01-01 18:00:00,Room-2,Student_B,Refrigerator,0.26
2024-01-01 18:00:00,Room-2,Student_B,Heater,1.979
2024-01-01 18:00:00,Room-3,Student_C,AC,1.28
