timestamp,room,student,appliance,energy_kwh,predicted_energy,wastage_flag,efficiency_score
1/1/2024 1:00,Room-3,Student_C,Laptop,0.086,0.086,FALSE,10.417
1/1/2024 1:00,Room-3,Student_C,Refrigerator,0.273,0.273,FALSE,3.534
1/1/2024 1:00,Room-3,Student_C,Heater,1.496,1.496,TRUE,0.664
1/1/2024 1:00,Room-4,Student_D,AC,1.449,1.449,TRUE,0.685
1/1/2024 1:00,Room-4,Student_D,Fan,0.048,0.048,FALSE,17.241
1/1/2024 1:00,Room-4,Student_D,Light,0.027,0.027,FALSE,27.027
1/1/2024 1:00,Room-4,Student_D,Laptop,0.062,0.062,FALSE,13.889
1/1/2024 1:00,Room-4,Student_D,Refrigerator,0.252,0.252,FALSE,3.817
1/1/2024 1:00,Room-4,Student_D,Heater,2.156,2.156,TRUE,0.462
1/1/2024 2:00,Room-1,Student_A,AC,1.618,1.618,TRUE,0.614
1/1/2024 2:00,Room-1,Student_A,Fan,0.016,0.016,FALSE,38.462
1/1/2024 2:00,Room-1,Student_A,Light,0.007,0.007,FALSE,58.824
1/1/2024 2:00,Room-1,Student_A,Laptop,0.081,0.081,FALSE,10.989
1/1/2024 2:00,Room-1,Student_A,Refrigerator,0.282,0.282,FALSE,3.425
1/1/2024 2:00,Room-1,Student_A,Heater,1.616,1.616,TRUE,0.615
1/1/2024 2:00,Room-2,Student_B,AC,1.383,1.383,TRUE,0.718
1/1/2024 2:00,Room-2,Student_B,Fan,0.028,0.028,FALSE,26.316
1/1/2024 2:00,Room-2,Student_B,Light,0.028,0.028,FALSE,26.316
1/1/2024 2:00,Room-2,Student_B,Laptop,0.113,0.113,FALSE,8.13
1/1/2024 2:00,Room-2,Student_B,Refrigerator,0.261,0.261,FALSE,3.69
1/1/2024 2:00,Room-2,Student_B,Heater,2.339,2.339,TRUE,0.426
1/1/2024 2:00,Room-3,Student_C,AC,1.846,1.846,TRUE,0.539
1/1/2024 2:00,Room-3,Student_C,Fan,0.029,0.029,FALSE,25.641
1/1/2024 2:00,Room-3,Student_C,Light,0.011,0.011,FALSE,47.619
1/1/2024 2:00,Room-3,Student_C,Laptop,0.132,0.132,FALSE,7.042
1/1/2024 2:00,Room-3,Student_C,Refrigerator,0.101,0.101,FALSE,9.009
1/1/2024 2:00,Room-3,Student_C,Heater,1.626,1.626,TRUE,0.611
1/1/2024 2:00,Room-4,Student_D,AC,1.296,1.296,TRUE,0.766
1/1/2024 2:00,Room-4,Student_D,Fan,0.057,0.057,FALSE,14.925
1/1/2024 2:00,Room-4,Student_D,Light,0.018,0.018,FALSE,35.714
1/1/2024 2:00,Room-4,Student_D,Laptop,0.086,0.086,FALSE,10.417
1/1/2024 2:00,Room-4,Student_D,Refrigerator,0.292,0.292,FALSE,3.311
1/1/2024 2:00,Room-4,Student_D,Heater,1.746,1.746,TRUE,0.569
1/1/2024 3:00,Room-1,Student_A,AC,1.428,1.428,TRUE,0.695
1/1/2024 3:00,Room-1,Student_A,Fan,0.042,0.042,FALSE,19.231
1/1/2024 3:00,Room-1,Student_A,Light,0.007,0.007,FALSE,58.824
1/1/2024 3:00,Room-1,Student_A,Laptop,0.141,0.141,FALSE,6.623
1/1/2024 3:00,Room-1,Student_A,Refrigerator,0.129,0.129,FALSE,7.194
1/1/2024 3:00,Room-1,Student_A,Heater,2.478,2.478,TRUE,0.402
1/1/2024 3:00,Room-2,Student_B,AC,1.738,1.738,TRUE,0.572
1/1/2024 3:00,Room-2,Student_B,Fan,0.026,0.026,FALSE,27.778
1/1/2024 3:00,Room-2,Student_B,Light,0.015,0.015,FALSE,40
1/1/2024 3:00,Room-2,Student_B,Laptop,0.113,0.113,FALSE,8.13
1/1/2024 3:00,Room-2,Student_B,Refrigerator,0.118,0.118,FALSE,7.812
1/1/2024 3:00,Room-2,Student_B,Heater,1.481,1.481,TRUE,0.671
1/1/2024 3:00,Room-3,Student_C,AC,1.233,1.233,TRUE,0.805
1/1/2024 3:00,Room-3,Student_C,Fan,0.045,0.045,FALSE,18.182
1/1/2024 3:00,Room-3,Student_C,Light,0.018,0.018,FALSE,35.714
1/1/2024 3:00,Room-3,Student_C,Laptop,0.115,0.115,FALSE,8
1/1/2024 3:00,Room-3,Student_C,Refrigerator,0.238,0.238,FALSE,4.032
1/1/2024 3:00,Room-3,Student_C,Heater,2.405,2.405,TRUE,0.414
1/1/2024 3:00,Room-4,Student_D,AC,1.473,1.473,TRUE,0.674
1/1/2024 3:00,Room-4,Student_D,Fan,0.057,0.057,FALSE,14.925
1/1/2024 3:00,Room-4,Student_D,Light,0.012,0.012,FALSE,45.455
1/1/2024 3:00,Room-4,Student_D,Laptop,0.132,0.132,FALSE,7.042
1/1/2024 3:00,Room-4,Student_D,Refrigerator,0.206,0.206,FALSE,4.63
1/1/2024 3:00,Room-4,Student_D,Heater,1.14,1.14,TRUE,0.87
1/1/2024 4:00,Room-1,Student_A,AC,1.92,1.92,TRUE,0.518
1/1/2024 4:00,Room-1,Student_A,Fan,0.03,0.03,FALSE,25
1/1/2024 4:00,Room-1,Student_A,Light,0.023,0.023,FALSE,30.303
1/1/2024 4:00,Room-1,Student_A,Laptop,0.139,0.139,FALSE,6.711
1/1/2024 4:00,Room-1,Student_A,Refrigerator,0.228,0.228,FALSE,4.202
1/1/2024 4:00,Room-1,Student_A,Heater,1.242,1.242,TRUE,0.799
1/1/2024 4:00,Room-2,Student_B,AC,5.055,5.055,TRUE,0.197
1/1/2024 4:00,Room-2,Student_B,Fan,0.02,0.02,FALSE,33.333
1/1/2024 4:00,Room-2,Student_B,Light,0.006,0.006,FALSE,62.5
1/1/2024 4:00,Room-2,Student_B,Laptop,0.105,0.105,FALSE,8.696
1/1/2024 4:00,Room-2,Student_B,Refrigerator,0.23,0.23,FALSE,4.167
1/1/2024 4:00,Room-2,Student_B,Heater,2.068,2.068,TRUE,0.481
1/1/2024 4:00,Room-3,Student_C,AC,1.46,1.46,TRUE,0.68
1/1/2024 4:00,Room-3,Student_C,Fan,0.044,0.044,FALSE,18.519
1/1/2024 4:00,Room-3,Student_C,Light,0.022,0.022,FALSE,31.25
1/1/2024 4:00,Room-3,Student_C,Laptop,0.059,0.059,FALSE,14.493
1/1/2024 4:00,Room-3,Student_C,Refrigerator,0.153,0.153,FALSE,6.135
1/1/2024 4:00,Room-3,Student_C,Heater,2.46,2.46,TRUE,0.405
1/1/2024 4:00,Room-4,Student_D,AC,1.914,1.914,TRUE,0.52
1/1/2024 4:00,Room-4,Student_D,Fan,0.051,0.051,FALSE,16.393
1/1/2024 4:00,Room-4,Student_D,Light,0.02,0.02,FALSE,33.333
1/1/2024 4:00,Room-4,Student_D,Laptop,0.07,0.07,FALSE,12.5
1/1/2024 4:00,Room-4,Student_D,Refrigerator,0.156,0.156,FALSE,6.024
1/1/2024 4:00,Room-4,Student_D,Heater,1.968,1.968,TRUE,0.506
1/1/2024 5:00,Room-1,Student_A,AC,1.952,1.952,TRUE,0.51
1/1/2024 5:00,Room-1,Student_A,Fan,0.056,0.056,FALSE,15.152
1/1/2024 5:00,Room-1,Student_A,Light,0.006,0.006,FALSE,62.5
1/1/2024 5:00,Room-1,Student_A,Laptop,0.093,0.093,FALSE,9.709
1/1/2024 5:00,Room-1,Student_A,Refrigerator,0.293,0.293,FALSE,3.3
1/1/2024 5:00,Room-1,Student_A,Heater,1.442,1.442,TRUE,0.689
1/1/2024 5:00,Room-2,Student_B,AC,1.881,1.881,TRUE,0.529
1/1/2024 5:00,Room-2,Student_B,Fan,0.023,0.023,FALSE,30.303
1/1/2024 5:00,Room-2,Student_B,Light,0.028,0.028,FALSE,26.316
1/1/2024 5:00,Room-2,Student_B,Laptop,0.107,0.107,FALSE,8.547
1/1/2024 5:00,Room-2,Student_B,Refrigerator,0.223,0.223,FALSE,4.292
1/1/2024 5:00,Room-2,Student_B,Heater,1.21,1.21,TRUE,0.82
1/1/2024 5:00,Room-3,Student_C,AC,1.902,1.902,TRUE,0.523
1/1/2024 5:00,Room-3,Student_C,Fan,0.046,0.046,FALSE,17.857
1/1/2024 5:00,Room-3,Student_C,Light,0.015,0.015,FALSE,40
1/1/2024 5:00,Room-3,Student_C,Laptop,0.131,0.131,FALSE,7.092
1/1/2024 5:00,Room-3,Student_C,Refrigerator,0.273,0.273,FALSE,3.534
1/1/2024 5:00,Room-3,Student_C,Heater,1.767,1.767,TRUE,0.563
1/1/2024 5:00,Room-4,Student_D,AC,1.839,1.839,TRUE,0.541
1/1/2024 5:00,Room-4,Student_D,Fan,0.047,0.047,FALSE,17.544
1/1/2024 5:00,Room-4,Student_D,Light,0.027,0.027,FALSE,27.027
1/1/2024 5:00,Room-4,Student_D,Laptop,0.088,0.088,FALSE,10.204
1/1/2024 5:00,Room-4,Student_D,Refrigerator,0.216,0.216,FALSE,4.425
1/1/2024 5:00,Room-4,Student_D,Heater,1.698,1.698,TRUE,0.585
1/1/2024 6:00,Room-1,Student_A,AC,1.429,1.429,TRUE,0.695
1/1/2024 6:00,Room-1,Student_A,Fan,0.055,0.055,FALSE,15.385
1/1/2024 6:00,Room-1,Student_A,Light,0.086,0.086,FALSE,10.417
1/1/2024 6:00,Room-1,Student_A,Laptop,0.063,0.063,FALSE,13.699
1/1/2024 6:00,Room-1,Student_A,Refrigerator,0.254,0.254,FALSE,3.788
1/1/2024 6:00,Room-1,Student_A,Heater,1.934,1.934,TRUE,0.514
1/1/2024 6:00,Room-2,Student_B,AC,1.241,1.241,TRUE,0.799
1/1/2024 6:00,Room-2,Student_B,Fan,0.131,0.131,FALSE,7.092
1/1/2024 6:00,Room-2,Student_B,Light,0.078,0.078,FALSE,11.364
1/1/2024 6:00,Room-2,Student_B,Laptop,0.102,0.102,FALSE,8.929
1/1/2024 6:00,Room-2,Student_B,Refrigerator,0.259,0.259,FALSE,3.717
1/1/2024 6:00,Room-2,Student_B,Heater,1.658,1.658,TRUE,0.6
1/1/2024 6:00,Room-3,Student_C,AC,1.22,1.22,TRUE,0.813
1/1/2024 6:00,Room-3,Student_C,Fan,0.175,0.175,FALSE,5.405
1/1/2024 6:00,Room-3,Student_C,Light,0.053,0.053,FALSE,15.873
1/1/2024 6:00,Room-3,Student_C,Laptop,0.066,0.066,FALSE,13.158
1/1/2024 6:00,Room-3,Student_C,Refrigerator,0.21,0.21,FALSE,4.545
1/1/2024 6:00,Room-3,Student_C,Heater,1.99,1.99,TRUE,0.5
1/1/2024 6:00,Room-4,Student_D,AC,1.964,1.964,TRUE,0.507
1/1/2024 6:00,Room-4,Student_D,Fan,0.133,0.133,FALSE,6.993
1/1/2024 6:00,Room-4,Student_D,Light,0.054,0.054,FALSE,15.625
1/1/2024 6:00,Room-4,Student_D,Laptop,0.086,0.086,FALSE,10.417
1/1/2024 6:00,Room-4,Student_D,Refrigerator,0.103,0.103,FALSE,8.85
1/1/2024 6:00,Room-4,Student_D,Heater,1.069,1.069,TRUE,0.927
1/1/2024 7:00,Room-1,Student_A,AC,1.884,1.884,TRUE,0.528
1/1/2024 7:00,Room-1,Student_A,Fan,0.121,0.121,FALSE,7.634
1/1/2024 7:00,Room-1,Student_A,Light,0.059,0.059,FALSE,14.493
1/1/2024 7:00,Room-1,Student_A,Laptop,0.067,0.067,FALSE,12.987
1/1/2024 7:00,Room-1,Student_A,Refrigerator,0.18,0.18,FALSE,5.263
1/1/2024 7:00,Room-1,Student_A,Heater,1.953,1.953,TRUE,0.509
1/1/2024 7:00,Room-2,Student_B,AC,1.5,1.5,TRUE,0.662
1/1/2024 7:00,Room-2,Student_B,Fan,0.125,0.125,FALSE,7.407
1/1/2024 7:00,Room-2,Student_B,Light,0.073,0.073,FALSE,12.048
1/1/2024 7:00,Room-2,Student_B,Laptop,0.057,0.057,FALSE,14.925
1/1/2024 7:00,Room-2,Student_B,Refrigerator,0.105,0.105,FALSE,8.696
1/1/2024 7:00,Room-2,Student_B,Heater,2.41,2.41,TRUE,0.413
1/1/2024 7:00,Room-3,Student_C,AC,1.511,1.511,TRUE,0.657
1/1/2024 7:00,Room-3,Student_C,Fan,0.119,0.119,FALSE,7.752
1/1/2024 7:00,Room-3,Student_C,Light,0.095,0.095,FALSE,9.524
1/1/2024 7:00,Room-3,Student_C,Laptop,0.146,0.146,FALSE,6.41
1/1/2024 7:00,Room-3,Student_C,Refrigerator,0.139,0.139,FALSE,6.711
1/1/2024 7:00,Room-3,Student_C,Heater,1.151,1.151,TRUE,0.861
1/1/2024 7:00,Room-4,Student_D,AC,1.276,1.276,TRUE,0.778
1/1/2024 7:00,Room-4,Student_D,Fan,0.061,0.061,FALSE,14.085
1/1/2024 7:00,Room-4,Student_D,Light,0.088,0.088,FALSE,10.204
1/1/2024 7:00,Room-4,Student_D,Laptop,0.131,0.131,FALSE,7.092
1/1/2024 7:00,Room-4,Student_D,Refrigerator,0.124,0.124,FALSE,7.463
1/1/2024 7:00,Room-4,Student_D,Heater,1.943,1.943,TRUE,0.512
1/1/2024 8:00,Room-1,Student_A,AC,1.788,1.788,TRUE,0.556
1/1/2024 8:00,Room-1,Student_A,Fan,0.092,0.092,FALSE,9.804
1/1/2024 8:00,Room-1,Student_A,Light,0.08,0.08,FALSE,11.111
1/1/2024 8:00,Room-1,Student_A,Laptop,0.149,0.149,FALSE,6.289
1/1/2024 8:00,Room-1,Student_A,Refrigerator,0.174,0.174,FALSE,5.435
1/1/2024 8:00,Room-1,Student_A,Heater,1.511,1.511,TRUE,0.657
1/1/2024 8:00,Room-2,Student_B,AC,1.887,1.887,TRUE,0.527
1/1/2024 8:00,Room-2,Student_B,Fan,0.163,0.163,FALSE,5.78
1/1/2024 8:00,Room-2,Student_B,Light,0.028,0.028,FALSE,26.316
1/1/2024 8:00,Room-2,Student_B,Laptop,0.101,0.101,FALSE,9.009
1/1/2024 8:00,Room-2,Student_B,Refrigerator,0.164,0.164,FALSE,5.747
1/1/2024 8:00,Room-2,Student_B,Heater,1.584,1.584,TRUE,0.627
1/1/2024 8:00,Room-3,Student_C,AC,1.924,1.924,TRUE,0.517
1/1/2024 8:00,Room-3,Student_C,Fan,0.098,0.098,FALSE,9.259
1/1/2024 8:00,Room-3,Student_C,Light,0.096,0.096,FALSE,9.434
1/1/2024 8:00,Room-3,Student_C,Laptop,0.113,0.113,FALSE,8.13
1/1/2024 8:00,Room-3,Student_C,Refrigerator,0.159,0.159,FALSE,5.917
1/1/2024 8:00,Room-3,Student_C,Heater,2.009,2.009,TRUE,0.495
1/1/2024 8:00,Room-4,Student_D,AC,1.833,1.833,TRUE,0.543
1/1/2024 8:00,Room-4,Student_D,Fan,0.064,0.064,FALSE,13.514
1/1/2024 8:00,Room-4,Student_D,Light,0.025,0.025,FALSE,28.571
1/1/2024 8:00,Room-4,Student_D,Laptop,0.094,0.094,FALSE,9.615
1/1/2024 8:00,Room-4,Student_D,Refrigerator,0.17,0.17,FALSE,5.556
1/1/2024 8:00,Room-4,Student_D,Heater,1.214,1.214,TRUE,0.817
1/1/2024 9:00,Room-1,Student_A,AC,1.695,1.695,TRUE,0.587
1/1/2024 9:00,Room-1,Student_A,Fan,0.063,0.063,FALSE,13.699
1/1/2024 9:00,Room-1,Student_A,Light,0.026,0.026,FALSE,27.778
1/1/2024 9:00,Room-1,Student_A,Laptop,0.121,0.121,FALSE,7.634
1/1/2024 9:00,Room-1,Student_A,Refrigerator,0.117,0.117,FALSE,7.874
1/1/2024 9:00,Room-1,Student_A,Heater,1.561,1.561,TRUE,0.637
1/1/2024 9:00,Room-2,Student_B,AC,1.85,1.85,TRUE,0.538
1/1/2024 9:00,Room-2,Student_B,Fan,0.198,0.198,FALSE,4.808
1/1/2024 9:00,Room-2,Student_B,Light,0.05,0.05,FALSE,16.667
1/1/2024 9:00,Room-2,Student_B,Laptop,0.128,0.128,FALSE,7.246
1/1/2024 9:00,Room-2,Student_B,Refrigerator,0.185,0.185,FALSE,5.128
1/1/2024 9:00,Room-2,Student_B,Heater,1.167,1.167,TRUE,0.85
1/1/2024 9:00,Room-3,Student_C,AC,1.209,1.209,TRUE,0.82
1/1/2024 9:00,Room-3,Student_C,Fan,0.058,0.058,FALSE,14.706
1/1/2024 9:00,Room-3,Student_C,Light,0.029,0.029,FALSE,25.641
1/1/2024 9:00,Room-3,Student_C,Laptop,0.125,0.125,FALSE,7.407
1/1/2024 9:00,Room-3,Student_C,Refrigerator,0.292,0.292,FALSE,3.311
1/1/2024 9:00,Room-3,Student_C,Heater,1.429,1.429,TRUE,0.695
1/1/2024 9:00,Room-4,Student_D,AC,1.379,1.379,TRUE,0.72
1/1/2024 9:00,Room-4,Student_D,Fan,0.052,0.052,FALSE,16.129
1/1/2024 9:00,Room-4,Student_D,Light,0.023,0.023,FALSE,30.303
1/1/2024 9:00,Room-4,Student_D,Laptop,0.103,0.103,FALSE,8.85
1/1/2024 9:00,Room-4,Student_D,Refrigerator,0.115,0.115,FALSE,8
1/1/2024 9:00,Room-4,Student_D,Heater,2.454,2.454,TRUE,0.406
1/1/2024 10:00,Room-1,Student_A,AC,1.704,1.704,TRUE,0.583
1/1/2024 10:00,Room-1,Student_A,Fan,0.118,0.118,FALSE,7.812
1/1/2024 10:00,Room-1,Student_A,Light,0.067,0.067,FALSE,12.987
1/1/2024 10:00,Room-1,Student_A,Laptop,0.055,0.055,FALSE,15.385
1/1/2024 10:00,Room-1,Student_A,Refrigerator,0.29,0.29,FALSE,3.333
1/1/2024 10:00,Room-1,Student_A,Heater,1.683,1.683,TRUE,0.591
1/1/2024 10:00,Room-2,Student_B,AC,1.422,1.422,TRUE,0.698
1/1/2024 10:00,Room-2,Student_B,Fan,0.12,0.12,FALSE,7.692
1/1/2024 10:00,Room-2,Student_B,Light,0.067,0.067,FALSE,12.987
1/1/2024 10:00,Room-2,Student_B,Laptop,0.147,0.147,FALSE,6.369
1/1/2024 10:00,Room-2,Student_B,Refrigerator,0.24,0.24,FALSE,4
1/1/2024 10:00,Room-2,Student_B,Heater,1.464,1.464,TRUE,0.678
1/1/2024 10:00,Room-3,Student_C,AC,1.748,1.748,TRUE,0.569
1/1/2024 10:00,Room-3,Student_C,Fan,0.187,0.187,FALSE,5.076
1/1/2024 10:00,Room-3,Student_C,Light,0.096,0.096,FALSE,9.434
1/1/2024 10:00,Room-3,Student_C,Laptop,0.111,0.111,FALSE,8.264
1/1/2024 10:00,Room-3,Student_C,Refrigerator,0.287,0.287,FALSE,3.367
1/1/2024 10:00,Room-3,Student_C,Heater,1.068,1.068,TRUE,0.928
1/1/2024 10:00,Room-4,Student_D,AC,1.501,1.501,TRUE,0.662
1/1/2024 10:00,Room-4,Student_D,Fan,0.198,0.198,FALSE,4.808
1/1/2024 10:00,Room-4,Student_D,Light,0.068,0.068,FALSE,12.821
1/1/2024 10:00,Room-4,Student_D,Laptop,0.147,0.147,FALSE,6.369
1/1/2024 10:00,Room-4,Student_D,Refrigerator,0.268,0.268,FALSE,3.597
1/1/2024 10:00,Room-4,Student_D,Heater,1.622,1.622,TRUE,0.613
1/1/2024 11:00,Room-1,Student_A,AC,1.245,1.245,TRUE,0.797
1/1/2024 11:00,Room-1,Student_A,Fan,0.172,0.172,FALSE,5.495
1/1/2024 11:00,Room-1,Student_A,Light,0.1,0.1,FALSE,9.091
1/1/2024 11:00,Room-1,Student_A,Laptop,0.127,0.127,FALSE,7.299
1/1/2024 11:00,Room-1,Student_A,Refrigerator,0.27,0.27,FALSE,3.571
1/1/2024 11:00,Room-1,Student_A,Heater,1.676,1.676,TRUE,0.593
1/1/2024 11:00,Room-2,Student_B,AC,1.963,1.963,TRUE,0.507
1/1/2024 11:00,Room-2,Student_B,Fan,0.084,0.084,FALSE,10.638
1/1/2024 11:00,Room-2,Student_B,Light,0.069,0.069,FALSE,12.658
1/1/2024 11:00,Room-2,Student_B,Laptop,0.061,0.061,FALSE,14.085
1/1/2024 11:00,Room-2,Student_B,Refrigerator,0.204,0.204,FALSE,4.673
1/1/2024 11:00,Room-2,Student_B,Heater,1.78,1.78,TRUE,0.559
1/1/2024 11:00,Room-3,Student_C,AC,1.642,1.642,TRUE,0.605
1/1/2024 11:00,Room-3,Student_C,Fan,0.181,0.181,FALSE,5.236
1/1/2024 11:00,Room-3,Student_C,Light,0.031,0.031,FALSE,24.39
1/1/2024 11:00,Room-3,Student_C,Laptop,0.126,0.126,FALSE,7.353
1/1/2024 11:00,Room-3,Student_C,Refrigerator,0.241,0.241,FALSE,3.984
1/1/2024 11:00,Room-3,Student_C,Heater,1.205,1.205,TRUE,0.823
1/1/2024 11:00,Room-4,Student_D,AC,1.48,1.48,TRUE,0.671
1/1/2024 11:00,Room-4,Student_D,Fan,0.109,0.109,FALSE,8.403
1/1/2024 11:00,Room-4,Student_D,Light,0.092,0.092,FALSE,9.804
1/1/2024 11:00,Room-4,Student_D,Laptop,0.101,0.101,FALSE,9.009
1/1/2024 11:00,Room-4,Student_D,Refrigerator,0.179,0.179,FALSE,5.291
1/1/2024 11:00,Room-4,Student_D,Heater,2.294,2.294,TRUE,0.434
1/1/2024 12:00,Room-1,Student_A,AC,1.318,1.318,TRUE,0.753
1/1/2024 12:00,Room-1,Student_A,Fan,0.124,0.124,FALSE,7.463
1/1/2024 12:00,Room-1,Student_A,Light,0.057,0.057,FALSE,14.925
1/1/2024 12:00,Room-1,Student_A,Laptop,0.099,0.099,FALSE,9.174
1/1/2024 12:00,Room-1,Student_A,Refrigerator,0.227,0.227,FALSE,4.219
1/1/2024 12:00,Room-1,Student_A,Heater,1.114,1.114,TRUE,0.89
1/1/2024 12:00,Room-2,Student_B,AC,1.302,1.302,TRUE,0.762
1/1/2024 12:00,Room-2,Student_B,Fan,0.071,0.071,FALSE,12.346
1/1/2024 12:00,Room-2,Student_B,Light,0.035,0.035,FALSE,22.222
1/1/2024 12:00,Room-2,Student_B,Laptop,0.14,0.14,FALSE,6.667
1/1/2024 12:00,Room-2,Student_B,Refrigerator,0.234,0.234,FALSE,4.098
1/1/2024 12:00,Room-2,Student_B,Heater,1.288,1.288,TRUE,0.77
1/1/2024 12:00,Room-3,Student_C,AC,1.335,1.335,TRUE,0.743
1/1/2024 12:00,Room-3,Student_C,Fan,0.077,0.077,FALSE,11.494
1/1/2024 12:00,Room-3,Student_C,Light,0.03,0.03,FALSE,25
1/1/2024 12:00,Room-3,Student_C,Laptop,0.071,0.071,FALSE,12.346
1/1/2024 12:00,Room-3,Student_C,Refrigerator,0.201,0.201,FALSE,4.739
1/1/2024 12:00,Room-3,Student_C,Heater,1.059,1.059,TRUE,0.935
1/1/2024 12:00,Room-4,Student_D,AC,1.702,1.702,TRUE,0.584
1/1/2024 12:00,Room-4,Student_D,Fan,0.181,0.181,FALSE,5.236
1/1/2024 12:00,Room-4,Student_D,Light,0.025,0.025,FALSE,28.571
1/1/2024 12:00,Room-4,Student_D,Laptop,0.131,0.131,FALSE,7.092
1/1/2024 12:00,Room-4,Student_D,Refrigerator,0.137,0.137,FALSE,6.803
1/1/2024 12:00,Room-4,Student_D,Heater,1.556,1.556,TRUE,0.639
1/1/2024 13:00,Room-1,Student_A,AC,1.695,1.695,TRUE,0.587
1/1/2024 13:00,Room-1,Student_A,Fan,0.119,0.119,FALSE,7.752
1/1/2024 13:00,Room-1,Student_A,Light,0.023,0.023,FALSE,30.303
1/1/2024 13:00,Room-1,Student_A,Laptop,0.121,0.121,FALSE,7.634
1/1/2024 13:00,Room-1,Student_A,Refrigerator,0.202,0.202,FALSE,4.717
1/1/2024 13:00,Room-1,Student_A,Heater,1.161,1.161,TRUE,0.854
1/1/2024 13:00,Room-2,Student_B,AC,1.626,1.626,TRUE,0.611
1/1/2024 13:00,Room-2,Student_B,Fan,0.09,0.09,FALSE,10
1/1/2024 13:00,Room-2,Student_B,Light,0.022,0.022,FALSE,31.25
1/1/2024 13:00,Room-2,Student_B,Laptop,0.071,0.071,FALSE,12.346
1/1/2024 13:00,Room-2,Student_B,Refrigerator,0.124,0.124,FALSE,7.463
1/1/2024 13:00,Room-2,Student_B,Heater,1.89,1.89,TRUE,0.526
1/1/2024 13:00,Room-3,Student_C,AC,1.831,1.831,TRUE,0.543
1/1/2024 13:00,Room-3,Student_C,Fan,0.063,0.063,FALSE,13.699
1/1/2024 13:00,Room-3,Student_C,Light,0.067,0.067,FALSE,12.987
1/1/2024 13:00,Room-3,Student_C,Laptop,0.093,0.093,FALSE,9.709
1/1/2024 13:00,Room-3,Student_C,Refrigerator,0.157,0.157,FALSE,5.988
